"WikiPlantaID"	"COL_NOTDECENVIR"	"FLO_NOTDEFLO"	"COL_VIRIGUA"	"COL_TIPDEAMO"	"HAB_HAB"	"FRU_NOTDEFRU"	"COL_AMO"	"COL_AMO_UNIT"	"COL_FER"	"COL_NOT"	"HAB_DAP"	"HAB_DAP_UNIT"	"COL_DAP"	"COL_DAP_UNIT"	"COL_ABU"	"IMA_FOLFACABA"	"IMA_EXS"	"IMA_FOLFACADA"
"8399"					"árvore"
"8400"					"árvore"
"8401"					"árvore"
"8402"					"árvore"
"8403"					"árvore"
"8404"					"árvore"
"8405"					"árvore"
"8406"					"árvore"
"8407"					"árvore"
"8408"					"árvore"
"8409"					"árvore"
"8410"					"árvore"
"8411"					"árvore"
"8412"					"árvore"
"8413"					"árvore"
"8414"					"árvore"
"8415"					"árvore"
"8416"					"árvore"
"8417"					"árvore"
"8418"					"árvore"
"8419"					"árvore"
"8420"					"árvore"
"8421"					"árvore"
"8422"					"árvore"
"8423"					"árvore"
"8424"					"árvore"
"8425"			"26024"		"árvore"
"8426"					"árvore"
"8427"					"árvore"
"8428"					"árvore"
"8429"					"árvore"
"8430"					"árvore"
"8431"					"árvore"
"8432"					"árvore"
"8433"					"árvore"
"8434"					"árvore"
"8435"					"árvore"
"8436"					"árvore"
"8437"					"árvore"
"8438"	"ep"				"árvore"
"8439"					"árvore"
"8440"					"árvore"
"8441"					"árvore"
"8442"					"árvore"
"8443"					"árvore"
"8444"					"árvore"
"8445"					"árvore"
"8446"					"árvore"
"8447"	"ep"				"árvore"
"8448"					"árvore"
"8449"					"árvore"
"8450"					"árvore"
"8451"					"árvore"
"8452"					"árvore"
"8453"					"árvore"
"8454"					"árvore"
"8455"					"árvore"
"8456"					"árvore"
"8457"					"árvore"
"8458"					"árvore"
"8459"					"árvore"
"8460"					"árvore"
"8461"					"árvore"
"8462"					"árvore"
"8463"					"árvore"
"8464"					"árvore"
"8465"					"árvore"
"8466"					"árvore"
"8467"					"árvore"
"8468"					"árvore"
"8469"					"árvore"
"8470"					"árvore"
"8471"					"árvore"
"8472"					"árvore"
"8473"					"árvore"
"8474"					"árvore"
"8475"					"árvore"
"8476"					"árvore"
"8478"	"co"				"árvore"
"8479"					"árvore"
"8480"					"árvore"
"8481"					"árvore"
"8482"					"árvore"
"8483"					"árvore"
"8484"			"26204"		"árvore"
"8485"	"co"				"árvore"
"8486"					"árvore"
"8487"					"árvore"
"8488"					"árvore"
"8489"					"árvore"
"8490"					"árvore"
"8491"					"árvore"
"8492"					"árvore"
"8493"					"árvore"
"8494"					"árvore"
"8495"					"árvore"
"8496"	"qb"				"árvore"
"8497"					"árvore"
"8498"					"árvore"
"8499"					"árvore"
"8500"	"ep"				"árvore"
"8501"	"co"			"folhas em sílica"	"árvore"
"8502"					"árvore"
"8503"					"árvore"
"8504"					"árvore"
"8505"	"ep"				"árvore"
"8506"					"árvore"
"8507"					"árvore"
"8508"					"árvore"
"8509"					"árvore"
"8510"					"árvore"
"8511"					"árvore"
"8512"					"árvore"
"8513"					"árvore"
"8514"	"co"			"folhas em sílica"	"árvore"
"8515"					"árvore"
"8516"					"árvore"
"8517"	"co"			"folhas em sílica"	"árvore"
"8518"					"árvore"
"8519"					"árvore"
"8520"					"árvore"
"8521"					"árvore"
"8522"					"árvore"
"8523"					"árvore"
"8524"					"árvore"
"8525"					"árvore"
"8526"					"árvore"
"8527"					"árvore"
"8528"					"árvore"
"8529"					"árvore"
"8530"	"co"				"árvore"
"8532"					"árvore"
"8533"					"árvore"
"8534"	"co"				"árvore"
"8535"					"árvore"
"8536"					"árvore"
"8537"	"ep"				"árvore"
"8538"			"26242"		"árvore"
"8539"	"co"			"folhas em sílica"	"árvore"
"8540"					"árvore"
"8541"					"árvore"
"8542"					"árvore"
"8543"					"árvore"
"8544"	"co"			"folhas em sílica"	"árvore"
"8545"					"árvore"
"8546"	"co"			"folhas em sílica"	"árvore"
"8547"					"árvore"
"8548"					"árvore"
"8549"					"árvore"
"8550"					"árvore"
"8551"	"qb"				"árvore"
"8552"					"árvore"
"8553"					"árvore"
"8554"			"26272"		"árvore"
"8555"					"árvore"
"8556"			"26274"		"árvore"
"8557"					"árvore"
"8558"					"árvore"
"8559"					"árvore"
"8560"					"árvore"
"8561"					"árvore"
"8562"					"árvore"
"8563"					"árvore"
"8564"	"qb"				"árvore"
"8565"					"árvore"
"8566"	"co"			"folhas em sílica"	"árvore"
"8567"	"co"			"folhas em sílica"	"árvore"
"8568"	"qb"				"árvore"
"8569"	"co"			"folhas em sílica"	"árvore"
"8570"					"árvore"
"8571"					"árvore"
"8572"					"árvore"
"8573"					"árvore"
"8574"					"árvore"
"8575"					"árvore"
"8576"					"árvore"
"8577"					"árvore"
"8578"					"árvore"
"8579"					"árvore"
"8580"					"árvore"
"8581"					"árvore"
"8582"					"árvore"
"8583"	"co"				"árvore"
"8584"					"árvore"
"8585"					"árvore"
"8586"	"co"			"folhas em sílica"	"árvore"
"8587"					"árvore"
"8588"					"árvore"
"8589"					"árvore"
"8590"					"árvore"
"8591"			"26311"		"árvore"
"8592"					"árvore"
"8593"					"árvore"
"8594"					"árvore"
"8595"					"árvore"
"8596"					"árvore"
"8597"					"árvore"
"8598"					"árvore"
"8599"					"árvore"
"8600"					"árvore"
"8601"					"árvore"
"8602"					"árvore"
"8603"					"árvore"
"8604"					"árvore"
"8605"			"26311"		"árvore"
"8606"					"árvore"
"8607"	"co"			"folhas em sílica"	"árvore"
"8608"					"árvore"
"8609"					"árvore"
"8610"					"árvore"
"8612"					"árvore"
"8613"					"árvore"
"8614"					"árvore"
"8615"					"árvore"
"8616"					"árvore"
"8617"	"co"			"folhas em sílica"	"árvore"
"8618"					"árvore"
"8619"	"co"			"folhas em sílica"	"árvore"
"8620"					"árvore"
"8621"					"árvore"
"8622"					"árvore"
"8623"					"árvore"
"8624"					"árvore"
"8625"					"árvore"
"8626"					"árvore"
"8627"					"árvore"
"8628"					"árvore"
"8629"					"árvore"
"8630"					"árvore"
"8631"					"árvore"
"8632"					"árvore"
"8633"					"árvore"
"8634"					"árvore"
"8635"					"árvore"
"8636"					"árvore"
"8637"					"árvore"
"8638"					"árvore"
"8639"					"árvore"
"8640"					"árvore"
"8641"	"co"			"folhas em sílica"	"árvore"
"8642"					"árvore"
"8643"					"árvore"
"8644"	"co"			"folhas em sílica"	"árvore"
"8645"					"árvore"
"8646"					"árvore"
"8647"					"árvore"
"8648"					"árvore"
"8649"					"árvore"
"8650"					"árvore"
"8651"					"árvore"
"8652"			"26204"		"árvore"
"8653"					"árvore"
"8654"					"árvore"
"8655"					"árvore"
"8656"					"árvore"
"8657"					"árvore"
"8658"					"árvore"
"8659"					"árvore"
"8660"					"árvore"
"8661"					"árvore"
"8662"					"árvore"
"8663"					"árvore"
"8664"					"árvore"
"8665"					"árvore"
"8666"					"árvore"
"8667"					"árvore"
"8668"					"árvore"
"8669"					"árvore"
"8670"					"árvore"
"8671"			"26204"		"árvore"
"8672"					"árvore"
"8673"	"co"			"folhas em sílica"	"árvore"
"8674"					"árvore"
"8675"					"árvore"
"8676"					"árvore"
"8677"	"co"			"folhas em sílica"	"árvore"
"8678"			"26204"		"árvore"
"8679"			"26204"		"árvore"
"8680"					"árvore"
"8681"			"26204"		"árvore"
"8682"			"26204"		"árvore"
"8683"			"26204"		"árvore"
"8684"					"árvore"
"8685"					"árvore"
"8687"					"árvore"
"8688"					"árvore"
"8689"					"árvore"
"8690"					"árvore"
"8691"					"árvore"
"8692"	"ep"				"árvore"
"8695"				"folhas em sílica"	"árvore"
"8696"	"co"				"árvore"
"8697"	"co"				"árvore"
"8698"	"co"				"árvore"
"8699"					"árvore"
"8700"					"árvore"
"8701"					"árvore"
"8702"					"árvore"
"8703"					"árvore"
"8704"					"árvore"
"8705"					"árvore"
"8706"					"árvore"
"8707"					"árvore"
"8708"					"árvore"
"8709"					"árvore"
"8710"					"árvore"
"8711"					"árvore"
"8712"					"árvore"
"8713"					"árvore"
"8714"					"árvore"
"8715"					"árvore"
"8716"					"árvore"
"8717"					"árvore"
"8719"					"árvore"
"8720"					"árvore"
"8721"					"árvore"
"8722"					"árvore"
"8723"					"árvore"
"8724"			"20028"		"árvore"
"8725"			"20028"		"árvore"
"8727"					"árvore"
"8728"					"árvore"
"8729"	"co"				"árvore"
"8730"					"árvore"
"8731"	"co"				"árvore"
"8732"					"árvore"
"8733"					"árvore"
"8734"					"árvore"
"8735"					"árvore"
"8736"					"árvore"
"8737"					"árvore"
"8738"					"árvore"
"8739"					"árvore"
"8740"					"árvore"
"8741"			"20041"		"árvore"
"8742"					"árvore"
"8744"	"co"				"árvore"
"8745"					"árvore"
"8746"					"árvore"
"8747"					"árvore"
"8748"					"árvore"
"8749"					"árvore"
"8750"					"árvore"
"8751"					"árvore"
"8752"					"árvore"
"8753"					"árvore"
"8754"					"árvore"
"8755"					"árvore"
"8756"					"árvore"
"8757"	"ep"				"árvore"
"8758"					"árvore"
"8759"					"árvore"
"8760"					"árvore"
"8761"					"árvore"
"8762"					"árvore"
"8763"					"árvore"
"8764"					"árvore"
"8765"			"20053"		"árvore"
"8766"					"árvore"
"8767"					"árvore"
"8768"					"árvore"
"8769"					"árvore"
"8770"					"árvore"
"8771"					"árvore"
"8772"					"árvore"
"8773"					"árvore"
"8774"					"árvore"
"8776"					"árvore"
"8777"					"árvore"
"8778"					"árvore"
"8779"					"árvore"
"8780"	"co"				"árvore"
"8781"					"árvore"
"8782"					"árvore"
"8783"					"árvore"
"8784"	"co"				"árvore"
"8785"					"árvore"
"8786"					"árvore"
"8787"					"árvore"
"8788"					"árvore"
"8789"	"co"				"árvore"
"8790"					"árvore"
"8791"	"ep"				"árvore"
"8792"					"árvore"
"8793"			"20053"		"árvore"
"8794"					"árvore"
"8795"					"árvore"
"8796"					"árvore"
"8797"			"20099"		"árvore"
"8798"					"árvore"
"8799"					"árvore"
"8800"					"árvore"
"8801"					"árvore"
"8802"					"árvore"
"8803"					"árvore"
"8804"	"co"				"árvore"
"8805"	"co"			"folhas em sílica"	"árvore"
"8806"					"árvore"
"8807"					"árvore"
"8808"					"árvore"
"8809"	"co"				"árvore"
"8810"					"árvore"
"8811"	"co"			"folhas em sílica"	"árvore"
"8812"					"árvore"
"8813"					"árvore"
"8814"					"árvore"
"8815"					"árvore"
"8816"					"árvore"
"8817"				"folhas em sílica"	"árvore"
"8818"			"20121"		"árvore"
"8819"	"co"				"árvore"
"8820"					"árvore"
"8821"					"árvore"
"8822"					"árvore"
"8823"	"co"				"árvore"
"8824"					"árvore"
"8825"					"árvore"
"8826"	"co"			"folhas em sílica"	"árvore"
"8827"	"ep"				"árvore"
"8828"	"co"			"folhas em sílica"	"árvore"
"8829"	"co"				"árvore"
"8831"	"co"				"árvore"
"8832"					"árvore"
"8833"					"árvore"
"8834"				"folhas em sílica"	"árvore"
"8835"					"árvore"
"8836"					"árvore"
"8837"	"co"				"árvore"
"8838"					"árvore"
"8839"					"árvore"
"8840"					"árvore"
"8841"					"árvore"
"8842"	"co"				"árvore"
"8843"	"ca"				"árvore"
"8844"					"árvore"
"8845"					"árvore"
"8846"					"árvore"
"8847"					"árvore"
"8848"	"co"			"folhas em sílica"	"árvore"
"8849"					"árvore"
"8850"					"árvore"
"8851"	"co"				"árvore"
"8852"					"árvore"
"8853"					"árvore"
"8854"					"árvore"
"8855"					"árvore"
"8856"					"árvore"
"8857"	"co"				"árvore"
"8858"					"árvore"
"8859"	"co"				"árvore"
"8860"					"árvore"
"8861"					"árvore"
"8862"					"árvore"
"8863"					"árvore"
"8864"					"árvore"
"8865"					"árvore"
"8866"					"árvore"
"8868"					"árvore"
"8869"					"árvore"
"8870"					"árvore"
"8871"					"árvore"
"8872"					"árvore"
"8873"					"árvore"
"8874"					"árvore"
"8875"					"árvore"
"8876"					"árvore"
"8877"					"árvore"
"8878"					"árvore"
"8879"					"árvore"
"8880"					"árvore"
"8881"					"árvore"
"8882"					"árvore"
"8883"					"árvore"
"8884"					"árvore"
"8885"					"árvore"
"8886"					"árvore"
"8887"					"árvore"
"8888"					"árvore"
"8889"					"árvore"
"8890"					"árvore"
"8891"					"árvore"
"8892"					"árvore"
"8894"					"árvore"
"8895"					"árvore"
"8896"	"co"				"árvore"
"8897"					"árvore"
"8898"	"co"				"árvore"
"8899"					"árvore"
"8900"					"árvore"
"8901"					"árvore"
"8902"			"20208"		"árvore"
"8903"					"árvore"
"8904"					"árvore"
"8905"					"árvore"
"8906"					"árvore"
"8907"					"árvore"
"8908"	"ep"				"árvore"
"8909"	"co"				"árvore"
"8910"	"co"			"folhas em sílica"	"árvore"
"8911"					"árvore"
"8912"					"árvore"
"8913"					"árvore"
"8914"					"árvore"
"8915"					"árvore"
"8916"					"árvore"
"8917"					"árvore"
"8918"					"árvore"
"8919"					"árvore"
"8920"					"árvore"
"8921"					"árvore"
"8922"					"árvore"
"8923"					"árvore"
"8924"					"árvore"
"8925"					"árvore"
"8926"					"árvore"
"8927"					"árvore"
"8928"					"árvore"
"8929"					"árvore"
"8930"					"árvore"
"8931"					"árvore"
"8932"					"árvore"
"8933"	"ep"				"árvore"
"8934"					"árvore"
"8935"					"árvore"
"8936"					"árvore"
"8937"					"árvore"
"8938"	"co"				"árvore"
"8939"					"árvore"
"8940"					"árvore"
"8941"					"árvore"
"8942"					"árvore"
"8943"	"co"				"árvore"
"8944"					"árvore"
"8945"					"árvore"
"8946"					"árvore"
"8947"					"árvore"
"8948"					"árvore"
"8949"					"árvore"
"8950"					"árvore"
"8951"	"co"		"20686"		"árvore"
"8952"					"árvore"
"8953"					"árvore"
"8954"					"árvore"
"8955"					"árvore"
"8956"					"árvore"
"8957"					"árvore"
"8958"	"co"				"árvore"
"8959"					"árvore"
"8960"					"árvore"
"8961"					"árvore"
"8962"					"árvore"
"8963"					"árvore"
"8964"					"árvore"
"8965"					"árvore"
"8966"					"árvore"
"8967"					"árvore"
"8968"					"árvore"
"8969"					"árvore"
"8970"					"árvore"
"8971"					"árvore"
"8972"	"co"				"árvore"
"8973"					"árvore"
"8974"	"co"				"árvore"
"8975"					"árvore"
"8976"					"árvore"
"8977"					"árvore"
"8978"					"árvore"
"8979"					"árvore"
"8980"					"árvore"
"8981"					"árvore"
"8982"					"árvore"
"8983"					"árvore"
"8984"					"árvore"
"8985"					"árvore"
"8986"	"co"				"árvore"
"8987"	"ep"				"árvore"
"8988"					"árvore"
"8989"					"árvore"
"8990"					"árvore"
"8991"					"árvore"
"8992"					"árvore"
"8993"					"árvore"
"8994"					"árvore"
"8995"					"árvore"
"8997"	"co"			"folhas em sílica"	"árvore"
"8998"					"árvore"
"8999"					"árvore"
"9000"					"árvore"
"9001"	"co"			"folhas em sílica"	"árvore"
"9002"					"árvore"
"9003"					"árvore"
"9004"					"árvore"
"9005"					"árvore"
"9006"					"árvore"
"9007"					"árvore"
"9008"					"árvore"
"9009"					"árvore"
"9010"					"árvore"
"9011"					"árvore"
"9012"	"co"				"árvore"
"9013"	"qb"				"árvore"
"9014"	"de"				"árvore"
"9015"					"árvore"
"9016"					"árvore"
"9017"					"árvore"
"9018"					"árvore"
"9019"					"árvore"
"9020"	"ep"				"árvore"
"9022"					"árvore"
"9023"					"árvore"
"9024"					"árvore"
"9025"					"árvore"
"9026"					"árvore"
"9027"					"árvore"
"9028"					"árvore"
"9029"					"árvore"
"9030"					"árvore"
"9031"					"árvore"
"9032"					"árvore"
"9033"					"árvore"
"9034"					"árvore"
"9035"					"árvore"
"9036"					"árvore"
"9037"					"árvore"
"9038"					"árvore"
"9039"					"árvore"
"9040"					"árvore"
"9041"					"árvore"
"9042"					"árvore"
"9043"					"árvore"
"9044"	"co"				"árvore"
"9045"	"co"			"folhas em sílica"	"árvore"
"9046"	"co"				"árvore"
"9047"					"árvore"
"9048"					"árvore"
"9049"					"árvore"
"9050"					"árvore"
"9051"	"qb"				"árvore"
"9052"					"árvore"
"9053"					"árvore"
"9054"	"co"				"árvore"
"9055"					"árvore"
"9056"					"árvore"
"9057"					"árvore"
"9058"	"ep"				"árvore"
"9059"					"árvore"
"9060"	"co"				"árvore"
"9061"					"árvore"
"9062"			"20397"		"árvore"
"9063"					"árvore"
"9064"			"20371"		"árvore"
"9065"			"20331"		"árvore"
"9066"					"árvore"
"9067"					"árvore"
"9068"					"árvore"
"9069"					"árvore"
"9070"					"árvore"
"9071"					"árvore"
"9072"					"árvore"
"9073"					"árvore"
"9074"					"árvore"
"9075"					"árvore"
"9076"					"árvore"
"9077"					"árvore"
"9078"					"árvore"
"9079"	"co"				"árvore"
"9080"					"árvore"
"9081"					"árvore"
"9082"					"árvore"
"9083"					"árvore"
"9084"	"co"				"árvore"
"9085"					"árvore"
"9087"	"de"				"árvore"
"9088"					"árvore"
"9089"					"árvore"
"9090"					"árvore"
"9091"					"árvore"
"9092"			"20373"		"árvore"
"9093"					"árvore"
"9094"					"árvore"
"9095"					"árvore"
"9096"					"árvore"
"9097"					"árvore"
"9098"					"árvore"
"9099"	"co"				"árvore"
"9100"					"árvore"
"9101"					"árvore"
"9102"					"árvore"
"9103"					"árvore"
"9104"					"árvore"
"9105"	"co"				"árvore"
"9106"					"árvore"
"9107"					"árvore"
"9108"					"árvore"
"9109"					"árvore"
"9110"					"árvore"
"9111"					"árvore"
"9112"					"árvore"
"9113"					"árvore"
"9114"					"árvore"
"9115"	"co"				"árvore"
"9116"					"árvore"
"9117"					"árvore"
"9118"					"árvore"
"9119"					"árvore"
"9120"					"árvore"
"9121"	"co"			"folhas em sílica"	"árvore"
"9122"	"de"				"árvore"
"9123"					"árvore"
"9124"					"árvore"
"9125"					"árvore"
"9127"					"árvore"
"9128"	"de"				"árvore"
"9129"					"árvore"
"9130"					"árvore"
"9131"					"árvore"
"9132"					"árvore"
"9133"	"de"				"árvore"
"9134"	"ca"				"árvore"
"9135"					"árvore"
"9136"					"árvore"
"9137"					"árvore"
"9138"					"árvore"
"9139"					"árvore"
"9140"					"árvore"
"9141"	"si"				"árvore"
"9142"					"árvore"
"9143"					"árvore"
"9144"					"árvore"
"9145"					"árvore"
"9146"					"árvore"
"9147"					"árvore"
"9148"					"árvore"
"9149"					"árvore"
"9150"	"qb"				"árvore"
"9151"					"árvore"
"9152"					"árvore"
"9153"					"árvore"
"9154"					"árvore"
"9155"					"árvore"
"9156"					"árvore"
"9157"					"árvore"
"9158"	"co"				"árvore"
"9159"					"árvore"
"9160"					"árvore"
"9161"	"ep"				"árvore"
"9162"	"co"				"árvore"
"9163"					"árvore"
"9164"					"árvore"
"9165"					"árvore"
"9166"					"árvore"
"9167"					"árvore"
"9168"					"árvore"
"9169"					"árvore"
"9170"					"árvore"
"9171"					"árvore"
"9172"					"árvore"
"9173"					"árvore"
"9174"					"árvore"
"9175"					"árvore"
"9176"					"árvore"
"9177"					"árvore"
"9178"	"co"				"árvore"
"9179"					"árvore"
"9181"					"árvore"
"9182"					"árvore"
"9183"					"árvore"
"9184"					"árvore"
"9185"					"árvore"
"9186"					"árvore"
"9187"					"árvore"
"9188"					"árvore"
"9189"					"árvore"
"9190"					"árvore"
"9191"					"árvore"
"9192"					"árvore"
"9193"					"árvore"
"9194"					"árvore"
"9195"					"árvore"
"9196"					"árvore"
"9197"	"co"				"árvore"
"9198"					"árvore"
"9199"					"árvore"
"9200"					"árvore"
"9201"					"árvore"
"9202"					"árvore"
"9203"	"co"				"árvore"
"9204"					"árvore"
"9205"					"árvore"
"9206"					"árvore"
"9207"					"árvore"
"9208"					"árvore"
"9209"					"árvore"
"9210"					"árvore"
"9211"					"árvore"
"9212"					"árvore"
"9213"					"árvore"
"9214"					"árvore"
"9215"					"árvore"
"9216"					"árvore"
"9217"					"árvore"
"9218"					"árvore"
"9219"					"árvore"
"9220"					"árvore"
"9221"					"árvore"
"9222"					"árvore"
"9223"					"árvore"
"9224"					"árvore"
"9225"					"árvore"
"9226"					"árvore"
"9227"					"árvore"
"9228"					"árvore"
"9229"					"árvore"
"9230"					"árvore"
"9231"					"árvore"
"9232"					"árvore"
"9233"					"árvore"
"9234"					"árvore"
"9235"					"árvore"
"9236"					"árvore"
"9237"	"ep"				"árvore"
"9238"	"co"				"árvore"
"9239"					"árvore"
"9240"					"árvore"
"9241"					"árvore"
"9242"					"árvore"
"9243"					"árvore"
"9244"					"árvore"
"9245"					"árvore"
"9246"					"árvore"
"9247"					"árvore"
"9248"					"árvore"
"9249"					"árvore"
"9250"					"árvore"
"9251"					"árvore"
"9252"					"árvore"
"9253"					"árvore"
"9254"					"árvore"
"9255"					"árvore"
"9256"	"co"				"árvore"
"9257"					"árvore"
"9258"	"ca"				"árvore"
"9259"					"árvore"
"9260"					"árvore"
"9261"					"árvore"
"9262"					"árvore"
"9263"					"árvore"
"9264"					"árvore"
"9265"					"árvore"
"9266"					"árvore"
"9267"					"árvore"
"9268"					"árvore"
"9269"					"árvore"
"9270"					"árvore"
"9271"					"árvore"
"9272"					"árvore"
"9273"					"árvore"
"9274"					"árvore"
"9275"					"árvore"
"9276"	"co"				"árvore"
"9277"	"co"				"árvore"
"9278"					"árvore"
"9279"					"árvore"
