"WikiPlantaID"	"COL_NOTDECENVIR"	"FLO_NOTDEFLO"	"COL_VIRIGUA"	"COL_TIPDEAMO"	"HAB_HAB"	"FRU_NOTDEFRU"	"COL_AMO"	"COL_AMO_UNIT"	"COL_FER"	"COL_NOT"	"HAB_DAP"	"HAB_DAP_UNIT"	"COL_DAP"	"COL_DAP_UNIT"	"COL_ABU"	"IMA_FOLFACABA"	"IMA_EXS"	"IMA_FOLFACADA"
"7202"	"co"				"árvore"
"7203"	"qb"				"árvore"
"7204"					"árvore"
"7205"					"árvore"
"7206"					"árvore"
"7207"					"árvore"
"7208"	"ep"				"árvore"
"7209"					"árvore"
"7210"	"co"			"folhas em sílica"	"árvore"
"7212"	"co"			"folhas em sílica"	"árvore"
"7213"					"árvore"
"7215"			"28772"		"árvore"
"7216"	"qb"				"árvore"
"7217"					"árvore"
"7218"					"árvore"
"7220"					"árvore"
"7221"					"árvore"
"7222"	"de"				"árvore"
"7223"	"co"				"árvore"
"7224"	"qb"				"árvore"
"7225"	"de"				"árvore"
"7226"	"de"				"árvore"
"7227"	"de"				"árvore"
"7228"	"de"				"árvore"
"7229"	"co"			"folhas em sílica"	"árvore"
"7230"					"árvore"
"7231"	"de"				"árvore"
"7232"					"árvore"
"7234"					"árvore"
"7235"	"qb"				"árvore"
"7236"					"árvore"
"7237"					"árvore"
"7238"	"co"				"árvore"
"7239"					"árvore"
"7240"	"co"			"folhas em sílica"	"árvore"
"7241"					"árvore"
"7242"	"de"				"árvore"
"7243"	"ca"				"árvore"
"7244"					"árvore"
"7245"					"árvore"
"7246"					"árvore"
"7247"					"árvore"
"7248"					"árvore"
"7249"					"árvore"
"7250"					"árvore"
"7251"					"árvore"
"7252"	"co"			"folhas em sílica"	"árvore"
"7254"					"árvore"
"7255"					"árvore"
"7256"	"co; de"				"árvore"
"7257"	"co"			"folhas em sílica"	"árvore"
"7258"	"co"			"folhas em sílica"	"árvore"
"7259"					"árvore"
"7260"	"co"				"árvore"
"7261"					"árvore"
"7263"	"de"				"árvore"
"7264"					"árvore"
"7265"					"árvore"
"7266"	"de"			"folhas em sílica"	"árvore"
"7267"					"árvore"
"7268"					"árvore"
"7269"					"árvore"
"7270"					"árvore"
"7271"					"árvore"
"7272"					"árvore"
"7273"					"árvore"
"7274"					"árvore"
"7275"					"árvore"
"7276"					"árvore"
"7277"	"co"				"árvore"
"7278"					"árvore"
"7279"					"árvore"
"7280"					"árvore"
"7281"					"árvore"
"7282"					"árvore"
"7283"					"árvore"
"7284"					"árvore"
"7285"					"árvore"
"7286"					"árvore"
"7287"					"árvore"
"7288"					"árvore"
"7290"					"árvore"
"7291"					"árvore"
"7292"					"árvore"
"7293"	"co"				"árvore"
"7294"					"árvore"
"7295"					"árvore"
"7296"					"árvore"
"7297"					"árvore"
"7298"					"árvore"
"7299"					"árvore"
"7300"					"árvore"
"7301"					"árvore"
"7302"					"árvore"
"7303"					"árvore"
"7304"					"árvore"
"7305"					"árvore"
"7306"					"árvore"
"7307"					"árvore"
"7308"	"co"				"árvore"
"7309"					"árvore"
"7310"					"árvore"
"7311"					"árvore"
"7312"	"ep"				"árvore"
"7313"					"árvore"
"7314"					"árvore"
"7315"					"árvore"
"7316"					"árvore"
"7317"					"árvore"
"7318"					"árvore"
"7319"					"árvore"
"7320"					"árvore"
"7321"	"co"				"árvore"
"7322"					"árvore"
"7323"					"árvore"
"7325"					"árvore"
"7327"					"árvore"
"7328"	"co"				"árvore"
"7329"					"árvore"
"7330"					"árvore"
"7331"					"árvore"
"7333"					"árvore"
"7334"	"co"				"árvore"
"7335"					"árvore"
"7336"	"co"				"árvore"
"7337"					"árvore"
"7338"					"árvore"
"7339"	"co"				"árvore"
"7340"					"árvore"
"7341"					"árvore"
"7342"					"árvore"
"7343"					"árvore"
"7346"	"co"				"árvore"
"7347"					"árvore"
"7348"					"árvore"
"7349"					"árvore"
"7351"					"árvore"
"7352"					"árvore"
"7353"					"árvore"
"7354"					"árvore"
"7355"					"árvore"
"7356"					"árvore"
"7357"					"árvore"
"7358"					"árvore"
"7359"					"árvore"
"7360"					"árvore"
"7361"					"árvore"
"7362"					"árvore"
"7363"					"árvore"
"7364"					"árvore"
"7365"					"árvore"
"7366"	"co"				"árvore"
"7367"					"árvore"
"7368"					"árvore"
"7369"					"árvore"
"7370"					"árvore"
"7371"	"co"				"árvore"
"7372"					"árvore"
"7373"					"árvore"
"7374"					"árvore"
"7375"					"árvore"
"7376"					"árvore"
"7377"					"árvore"
"7378"					"árvore"
"7379"					"árvore"
"7380"					"árvore"
"7381"					"árvore"
"7382"					"árvore"
"7383"					"árvore"
"7384"					"árvore"
"7385"					"árvore"
"7386"	"ep"				"árvore"
"7387"					"árvore"
"7389"					"árvore"
"7390"					"árvore"
"7391"					"árvore"
"7392"					"árvore"
"7393"					"árvore"
"7394"			"25404"		"árvore"
"7396"					"árvore"
"7397"					"árvore"
"7398"					"árvore"
"7399"					"árvore"
"7400"	"co"				"árvore"
"7401"			"25070"		"árvore"
"7402"					"árvore"
"7404"					"árvore"
"7405"					"árvore"
"7406"	"co"				"árvore"
"7407"					"árvore"
"7408"	"qb"				"árvore"
"7409"					"árvore"
"7410"			"25137"		"árvore"
"7412"					"árvore"
"7413"	"co"				"árvore"
"7414"	"qb"				"árvore"
"7415"					"árvore"
"7416"					"árvore"
"7417"	"qb"				"árvore"
"7418"					"árvore"
"7419"					"árvore"
"7420"					"árvore"
"7421"					"árvore"
"7422"					"árvore"
"7423"					"árvore"
"7424"					"árvore"
"7425"	"co"				"árvore"
"7426"					"árvore"
"7427"					"árvore"
"7428"					"árvore"
"7429"					"árvore"
"7430"					"árvore"
"7431"					"árvore"
"7433"					"árvore"
"7434"					"árvore"
"7435"					"árvore"
"7437"	"qb"				"árvore"
"7438"			"25160"		"árvore"
"7439"					"árvore"
"7440"					"árvore"
"7441"	"ep"				"árvore"
"7442"					"árvore"
"7443"					"árvore"
"7444"					"árvore"
"7445"					"árvore"
"7446"					"árvore"
"7447"					"árvore"
"7449"	"ca"				"árvore"
"7450"					"árvore"
"7451"					"árvore"
"7452"					"árvore"
"7453"					"árvore"
"7454"					"árvore"
"7455"					"árvore"
"7456"					"árvore"
"7457"					"árvore"
"7458"					"árvore"
"7459"					"árvore"
"7461"					"árvore"
"7462"					"árvore"
"7463"					"árvore"
"7464"					"árvore"
"7465"					"árvore"
"7466"					"árvore"
"7467"					"árvore"
"7468"					"árvore"
"7469"					"árvore"
"7470"	"co"				"árvore"
"7471"					"árvore"
"7472"					"árvore"
"7473"					"árvore"
"7474"					"árvore"
"7475"					"árvore"
"7476"					"árvore"
"7477"					"árvore"
"7478"					"árvore"
"7479"			"25174"		"árvore"
"7480"					"árvore"
"7481"					"árvore"
"7482"			"25112"		"árvore"
"7483"					"árvore"
"7484"					"árvore"
"7485"	"co"				"árvore"
"7486"					"árvore"
"7487"					"árvore"
"7488"					"árvore"
"7489"					"árvore"
"7490"	"qb"				"árvore"
"7491"					"árvore"
"7492"					"árvore"
"7493"					"árvore"
"7494"					"árvore"
"7495"					"árvore"
"7496"					"árvore"
"7497"					"árvore"
"7498"					"árvore"
"7499"					"árvore"
"7500"					"árvore"
"7502"					"árvore"
"7503"					"árvore"
"7504"					"árvore"
"7505"					"árvore"
"7506"					"árvore"
"7507"					"árvore"
"7508"					"árvore"
"7509"					"árvore"
"7510"			"25225"		"árvore"
"7511"					"árvore"
"7512"					"árvore"
"7513"					"árvore"
"7514"					"árvore"
"7515"					"árvore"
"7516"					"árvore"
"7517"					"árvore"
"7518"					"árvore"
"7519"			"25404"		"árvore"
"7520"					"árvore"
"7521"	"qb"				"árvore"
"7522"					"árvore"
"7523"	"qb"				"árvore"
"7524"					"árvore"
"7525"					"árvore"
"7526"					"árvore"
"7527"					"árvore"
"7528"					"árvore"
"7529"					"árvore"
"7530"					"árvore"
"7531"					"árvore"
"7532"					"árvore"
"7533"					"árvore"
"7534"					"árvore"
"7535"					"árvore"
"7536"					"árvore"
"7537"					"árvore"
"7538"					"árvore"
"7539"					"árvore"
"7540"					"árvore"
"7541"					"árvore"
"7542"					"árvore"
"7543"					"árvore"
"7544"					"árvore"
"7545"					"árvore"
"7546"					"árvore"
"7547"					"árvore"
"7548"					"árvore"
"7549"	"ep"				"árvore"
"7550"	"qb"				"árvore"
"7551"					"árvore"
"7552"					"árvore"
"7553"					"árvore"
"7554"					"árvore"
"7555"					"árvore"
"7556"					"árvore"
"7557"					"árvore"
"7558"					"árvore"
"7559"					"árvore"
"7560"					"árvore"
"7561"					"árvore"
"7562"					"árvore"
"7563"					"árvore"
"7564"					"árvore"
"7566"					"árvore"
"7567"	"qb"				"árvore"
"7568"	"co"				"árvore"
"7569"					"árvore"
"7570"					"árvore"
"7571"	"ca"				"árvore"
"7572"					"árvore"
"7573"					"árvore"
"7574"			"25404"		"árvore"
"7575"					"árvore"
"7576"					"árvore"
"7577"					"árvore"
"7578"					"árvore"
"7579"					"árvore"
"7580"					"árvore"
"7581"					"árvore"
"7582"	"qb"				"árvore"
"7583"					"árvore"
"7584"					"árvore"
"7585"					"árvore"
"7586"					"árvore"
"7587"					"árvore"
"7588"	"co"				"árvore"
"7589"	"de"				"árvore"
"7590"					"árvore"
"7591"					"árvore"
"7592"					"árvore"
"7593"					"árvore"
"7594"	"co"				"árvore"
"7595"	"qb"				"árvore"
"7596"					"árvore"
"7597"					"árvore"
"7598"					"árvore"
"7599"					"árvore"
"7600"					"árvore"
"7601"					"árvore"
"7602"					"árvore"
"7603"					"árvore"
"7604"					"árvore"
"7605"					"árvore"
"7606"					"árvore"
"7607"					"árvore"
"7608"					"árvore"
"7609"					"árvore"
"7610"	"qb"				"árvore"
"7611"					"árvore"
"7612"					"árvore"
"7613"					"árvore"
"7614"					"árvore"
"7615"					"árvore"
"7616"	"qb"				"árvore"
"7617"					"árvore"
"7618"					"árvore"
"7619"	"de"				"árvore"
"7620"					"árvore"
"7621"					"árvore"
"7622"					"árvore"
"7623"					"árvore"
"7624"					"árvore"
"7625"	"ep"				"árvore"
"7626"					"árvore"
"7627"					"árvore"
"7628"					"árvore"
"7629"					"árvore"
"7630"					"árvore"
"7631"					"árvore"
"7632"					"árvore"
"7633"	"qb"				"árvore"
"7634"					"árvore"
"7635"					"árvore"
"7636"					"árvore"
"7637"					"árvore"
"7638"					"árvore"
"7639"					"árvore"
"7640"					"árvore"
"7641"					"árvore"
"7642"					"árvore"
"7643"					"árvore"
"7644"					"árvore"
"7645"					"árvore"
"7646"					"árvore"
"7647"					"árvore"
"7648"					"árvore"
"7649"					"árvore"
"7650"					"árvore"
"7651"					"árvore"
"7652"					"árvore"
"7653"					"árvore"
"7654"					"árvore"
"7655"					"árvore"
"7656"					"árvore"
"7657"					"árvore"
"7658"					"árvore"
"7659"	"co"				"árvore"
"7660"					"árvore"
"7661"					"árvore"
"7662"					"árvore"
"7663"					"árvore"
"7664"					"árvore"
"7665"	"ep"				"árvore"
"7666"					"árvore"
"7667"					"árvore"
"7668"	"ep"				"árvore"
"7669"	"co"				"árvore"
"7670"	"co"				"árvore"
"7671"					"árvore"
"7672"					"árvore"
"7673"					"árvore"
"7674"					"árvore"
"7675"					"árvore"
"7676"					"árvore"
"7677"	"co"				"árvore"
"7678"	"ca"				"árvore"
"7679"	"co"				"árvore"
"7680"					"árvore"
"7681"					"árvore"
"7682"					"árvore"
"7683"					"árvore"
"7684"					"árvore"
"7685"					"árvore"
"7686"					"árvore"
"7687"					"árvore"
"7688"					"árvore"
"7689"					"árvore"
"7690"					"árvore"
"7691"					"árvore"
"7692"	"ep"				"árvore"
"7693"					"árvore"
"7694"					"árvore"
"7695"					"árvore"
"7696"					"árvore"
"7697"					"árvore"
"7698"	"qb"				"árvore"
"7699"					"árvore"
"7700"					"árvore"
"7701"					"árvore"
"7702"					"árvore"
"7703"					"árvore"
"7704"					"árvore"
"7705"					"árvore"
"7706"					"árvore"
"7707"			"25404"		"árvore"
"7708"					"árvore"
"7709"					"árvore"
"7710"					"árvore"
"7711"					"árvore"
"7712"					"árvore"
"7713"					"árvore"
"7714"					"árvore"
"7715"					"árvore"
"7716"					"árvore"
"7717"					"árvore"
"7718"					"árvore"
"7719"				"folhas em sílica"	"árvore"
"7720"	"co"			"folhas em sílica"	"árvore"
"7721"					"árvore"
"7722"	"co"				"árvore"
"7723"					"árvore"
"7724"					"árvore"
"7725"					"árvore"
"7726"					"árvore"
"7727"					"árvore"
"7728"					"árvore"
"7729"					"árvore"
"7730"					"árvore"
"7731"					"árvore"
"7732"					"árvore"
"7733"					"árvore"
"7734"					"árvore"
"7735"					"árvore"
"7736"					"árvore"
"7737"					"árvore"
"7738"	"ep"				"árvore"
"7739"					"árvore"
"7740"					"árvore"
"7741"					"árvore"
"7742"	"qb"				"árvore"
"7743"					"árvore"
"7744"					"árvore"
"7745"					"árvore"
"7746"					"árvore"
"7747"					"árvore"
"7748"				"folhas em sílica"	"árvore"
"7749"					"árvore"
"7750"					"árvore"
"7751"					"árvore"
"7752"					"árvore"
"7753"					"árvore"
"7754"					"árvore"
"7755"					"árvore"
"7756"					"árvore"
"7757"					"árvore"
"7758"	"co"			"folhas em sílica"	"árvore"
"7759"					"árvore"
"7760"					"árvore"
"7761"					"árvore"
"7762"					"árvore"
"7763"					"árvore"
"7764"					"árvore"
"7765"					"árvore"
"7766"					"árvore"
"7767"					"árvore"
"7768"	"ep"				"árvore"
"7769"					"árvore"
"7770"	"de"				"árvore"
"7772"					"árvore"
"7773"					"árvore"
"7774"					"árvore"
"7775"					"árvore"
"7776"					"árvore"
"7777"					"árvore"
"7778"					"árvore"
"7779"	"co"			"folhas em sílica"	"árvore"
"7780"					"árvore"
"7781"					"árvore"
"7782"					"árvore"
"7783"					"árvore"
"7784"					"árvore"
"7785"	"co"			"folhas em sílica"	"árvore"
"7786"					"árvore"
"7787"					"árvore"
"7788"					"árvore"
"7789"					"árvore"
"7790"					"árvore"
"7791"					"árvore"
"7792"					"árvore"
"7793"					"árvore"
"7794"					"árvore"
"7795"					"árvore"
"7796"					"árvore"
"7797"					"árvore"
"7798"					"árvore"
"7799"					"árvore"
"7800"					"árvore"
"7801"					"árvore"
"7802"					"árvore"
"7803"					"árvore"
"7804"					"árvore"
"7805"					"árvore"
"7806"					"árvore"
"7807"					"árvore"
"7808"					"árvore"
"7809"					"árvore"
"7810"					"árvore"
"7811"					"árvore"
"7812"					"árvore"
"7813"					"árvore"
"7814"					"árvore"
"7815"					"árvore"
"7816"					"árvore"
"7817"					"árvore"
"7818"					"árvore"
"7819"					"árvore"
"7820"					"árvore"
"7821"					"árvore"
"7822"					"árvore"
"7823"					"árvore"
"7824"					"árvore"
"7825"					"árvore"
"7826"					"árvore"
"7827"					"árvore"
"7828"					"árvore"
"7829"					"árvore"
"7830"					"árvore"
"7831"					"árvore"
"7832"					"árvore"
"7833"					"árvore"
"7834"					"árvore"
"7835"					"árvore"
"7836"					"árvore"
"7837"					"árvore"
"7838"					"árvore"
"7839"					"árvore"
"7840"					"árvore"
"7841"					"árvore"
"7842"					"árvore"
"7843"					"árvore"
"7844"					"árvore"
"7845"					"árvore"
"7846"					"árvore"
"7847"					"árvore"
"7848"					"árvore"
"7850"					"árvore"
"7851"					"árvore"
"7852"					"árvore"
"7853"					"árvore"
"7854"					"árvore"
"7855"					"árvore"
"7856"					"árvore"
"7857"					"árvore"
"7858"					"árvore"
"7859"					"árvore"
"7860"					"árvore"
"7861"					"árvore"
"7862"					"árvore"
"7863"					"árvore"
"7864"					"árvore"
"7865"					"árvore"
"7866"					"árvore"
"7867"	"co"				"árvore"
"7869"	"co"			"folhas em sílica"	"árvore"
"7870"					"árvore"
"7871"					"árvore"
"7872"					"árvore"
"7873"	"qb"				"árvore"
"7874"					"árvore"
"7875"					"árvore"
"7876"					"árvore"
"7877"					"árvore"
"7878"					"árvore"
"7879"					"árvore"
"7880"					"árvore"
"7881"					"árvore"
"7882"					"árvore"
"7883"					"árvore"
"7884"					"árvore"
"7885"					"árvore"
"7886"					"árvore"
"7887"					"árvore"
"7888"					"árvore"
"7889"					"árvore"
"7890"					"árvore"
"7891"					"árvore"
"7892"					"árvore"
"7893"					"árvore"
"7894"					"árvore"
"7895"					"árvore"
"7896"					"árvore"
"7897"					"árvore"
"7898"					"árvore"
"7899"					"árvore"
"7900"					"árvore"
"7901"					"árvore"
"7902"					"árvore"
"7903"					"árvore"
"7904"					"árvore"
"7905"					"árvore"
"7906"					"árvore"
"7907"					"árvore"
"7908"					"árvore"
"7909"					"árvore"
"7910"					"árvore"
"7911"					"árvore"
"7912"					"árvore"
"7913"					"árvore"
"7914"					"árvore"
"7915"					"árvore"
"7916"					"árvore"
"7917"					"árvore"
"7918"					"árvore"
"7919"					"árvore"
"7920"					"árvore"
"7921"					"árvore"
"7922"					"árvore"
"7923"					"árvore"
"7924"					"árvore"
"7925"					"árvore"
"7926"					"árvore"
"7927"					"árvore"
"7928"	"co"		"25657"	"folhas em sílica"	"árvore"
"7930"					"árvore"
"7931"	"co"				"árvore"
"7932"					"árvore"
"7933"					"árvore"
"7934"					"árvore"
"7935"	"de"				"árvore"
"7936"					"árvore"
"7937"					"árvore"
"7939"					"árvore"
"7940"					"árvore"
"7941"					"árvore"
"7942"					"árvore"
"7943"					"árvore"
"7944"					"árvore"
"7946"	"co"				"árvore"
"7947"					"árvore"
"7948"					"árvore"
"7949"					"árvore"
"7950"					"árvore"
"7951"					"árvore"
"7952"					"árvore"
"7953"					"árvore"
"7954"					"árvore"
"7955"					"árvore"
"7956"					"árvore"
"7957"					"árvore"
"7958"					"árvore"
"7959"					"árvore"
"7960"					"árvore"
"7961"					"árvore"
"7962"					"árvore"
"7963"					"árvore"
"7964"					"árvore"
"7965"					"árvore"
"7966"					"árvore"
"7967"					"árvore"
"7968"					"árvore"
"7969"					"árvore"
"7970"					"árvore"
"7971"			"25687"		"árvore"
"7972"	"co"			"folhas em sílica"	"árvore"
"7973"					"árvore"
"7974"					"árvore"
"7975"					"árvore"
"7976"					"árvore"
"7977"					"árvore"
"7978"					"árvore"
"7979"					"árvore"
"7980"					"árvore"
"7981"	"qb"				"árvore"
"7982"					"árvore"
"7983"					"árvore"
"7985"					"árvore"
"7986"					"árvore"
"7987"					"árvore"
"7988"					"árvore"
"7989"					"árvore"
"7990"					"árvore"
"7991"					"árvore"
"7992"					"árvore"
"7993"					"árvore"
"7994"					"árvore"
"7995"					"árvore"
"7996"					"árvore"
"7997"					"árvore"
"7998"					"árvore"
"7999"					"árvore"
"8000"					"árvore"
"8001"					"árvore"
"8002"					"árvore"
"8003"					"árvore"
"8004"					"árvore"
"8005"					"árvore"
"8006"					"árvore"
"8007"					"árvore"
"8008"					"árvore"
"8009"					"árvore"
"8010"					"árvore"
"8011"					"árvore"
"8012"					"árvore"
"8013"					"árvore"
"8014"					"árvore"
"8015"					"árvore"
"8016"	"co"				"árvore"
"8018"	"co"			"folhas em sílica"	"árvore"
"8019"					"árvore"
"8020"					"árvore"
"8021"					"árvore"
"8022"					"árvore"
"8023"					"árvore"
"8024"					"árvore"
"8025"					"árvore"
"8026"					"árvore"
"8027"					"árvore"
"8028"					"árvore"
"8029"	"co"			"folhas em sílica"	"árvore"
"8030"					"árvore"
"8031"					"árvore"
"8032"				"folhas em sílica"	"árvore"
"8033"					"árvore"
"8034"					"árvore"
"8035"					"árvore"
"8036"					"árvore"
"8037"					"árvore"
"8038"					"árvore"
"8039"					"árvore"
"8040"					"árvore"
"8041"					"árvore"
"8042"					"árvore"
"8043"					"árvore"
"8044"					"árvore"
"8045"					"árvore"
"8046"					"árvore"
"8047"					"árvore"
"8048"					"árvore"
"8049"					"árvore"
"8050"					"árvore"
"8051"					"árvore"
"8052"					"árvore"
"8053"					"árvore"
"8054"					"árvore"
"8055"					"árvore"
"8056"					"árvore"
"8057"					"árvore"
"8058"					"árvore"
"8059"					"árvore"
"8060"					"árvore"
"8061"					"árvore"
"8062"					"árvore"
"8063"					"árvore"
"8064"					"árvore"
"8065"					"árvore"
"8066"					"árvore"
"8067"					"árvore"
"8068"					"árvore"
"8069"	"si"				"árvore"
"8070"					"árvore"
"8071"					"árvore"
"8072"					"árvore"
"8073"					"árvore"
"8074"					"árvore"
"8075"					"árvore"
"8076"					"árvore"
"8077"					"árvore"
"8078"					"árvore"
"8079"					"árvore"
"8080"					"árvore"
"8081"					"árvore"
"8082"					"árvore"
"8083"					"árvore"
"8084"					"árvore"
"8085"					"árvore"
"8086"					"árvore"
"8087"					"árvore"
"8088"					"árvore"
"8089"					"árvore"
"8090"	"de"				"árvore"
"8091"					"árvore"
"8092"					"árvore"
"8093"					"árvore"
"8094"					"árvore"
"8095"					"árvore"
"8096"					"árvore"
"8097"					"árvore"
"8098"					"árvore"
"8099"					"árvore"
"8100"					"árvore"
"8101"					"árvore"
"8102"					"árvore"
"8103"					"árvore"
"8104"					"árvore"
"8105"					"árvore"
"8106"					"árvore"
"8107"					"árvore"
"8108"					"árvore"
"8109"					"árvore"
"8110"					"árvore"
"8111"					"árvore"
"8112"					"árvore"
"8113"	"de"				"árvore"
"8114"					"árvore"
"8115"					"árvore"
"8116"	"co"			"folhas em sílica"	"árvore"
"8117"					"árvore"
"8118"					"árvore"
"8119"					"árvore"
"8120"					"árvore"
"8121"					"árvore"
"8122"					"árvore"
"8123"					"árvore"
"8124"					"árvore"
"8125"					"árvore"
"8126"					"árvore"
"8127"					"árvore"
"8128"					"árvore"
"8129"					"árvore"
"8130"					"árvore"
"8131"					"árvore"
"8132"					"árvore"
"8133"					"árvore"
"8134"					"árvore"
"8135"					"árvore"
"8136"					"árvore"
"8137"					"árvore"
"8138"					"árvore"
"8139"	"de"				"árvore"
"8140"	"si"				"árvore"
"8141"					"árvore"
"8142"					"árvore"
"8143"					"árvore"
"8144"					"árvore"
"8145"					"árvore"
"8146"					"árvore"
"8148"					"árvore"
"8149"					"árvore"
"8150"	"co"			"folhas em sílica"	"árvore"
"8151"					"árvore"
"8152"	"co"			"folhas em sílica"	"árvore"
"8153"	"si"				"árvore"
"8154"					"árvore"
"8155"					"árvore"
"8156"					"árvore"
"8157"					"árvore"
"8158"					"árvore"
"8159"					"árvore"
"8160"					"árvore"
"8161"					"árvore"
"8162"					"árvore"
"8163"					"árvore"
"8164"					"árvore"
"8165"					"árvore"
"8166"					"árvore"
"8167"					"árvore"
"8168"					"árvore"
"8169"					"árvore"
"8170"					"árvore"
"8171"					"árvore"
"8172"					"árvore"
"8173"					"árvore"
"8174"					"árvore"
"8175"					"árvore"
"8176"					"árvore"
"8177"					"árvore"
"8178"					"árvore"
"8179"					"árvore"
"8180"					"árvore"
"8181"					"árvore"
"8182"					"árvore"
"8183"					"árvore"
"8184"					"árvore"
"8185"					"árvore"
"8186"					"árvore"
"8187"					"árvore"
"8188"					"árvore"
"8189"					"árvore"
"8190"					"árvore"
"8191"					"árvore"
"8192"					"árvore"
"8193"	"co"			"folhas em sílica"	"árvore"
"8194"					"árvore"
"8195"					"árvore"
"8196"					"árvore"
"8197"					"árvore"
"8199"					"árvore"
"8200"					"árvore"
"8201"					"árvore"
"8202"					"árvore"
"8203"					"árvore"
"8204"					"árvore"
"8205"					"árvore"
"8206"					"árvore"
"8207"					"árvore"
"8208"	"co"				"árvore"
"8209"					"árvore"
"8210"	"si"				"árvore"
"8211"					"árvore"
"8212"	"si"				"árvore"
"8213"					"árvore"
"8214"					"árvore"
"8215"					"árvore"
"8216"					"árvore"
"8217"					"árvore"
"8218"					"árvore"
"8219"					"árvore"
"8220"					"árvore"
"8221"					"árvore"
"8222"					"árvore"
"8223"					"árvore"
"8224"					"árvore"
"8225"					"árvore"
"8226"					"árvore"
"8227"					"árvore"
"8228"					"árvore"
"8229"					"árvore"
"8230"					"árvore"
"8231"					"árvore"
"8232"					"árvore"
"8233"	"co"			"folhas em sílica"	"árvore"
"8234"					"árvore"
"8235"					"árvore"
"8236"					"árvore"
"8237"	"co"			"folhas em sílica"	"árvore"
"8238"					"árvore"
"8239"					"árvore"
"8240"					"árvore"
"8241"					"árvore"
"8242"					"árvore"
"8243"					"árvore"
"8244"	"co"			"folhas em sílica"	"árvore"
"8245"					"árvore"
"8246"					"árvore"
"8247"					"árvore"
"8248"					"árvore"
"8249"					"árvore"
"8250"					"árvore"
"8251"					"árvore"
"8252"	"co"			"folhas em sílica"	"árvore"
"8253"	"co"			"folhas em sílica"	"árvore"
"8254"					"árvore"
"8255"					"árvore"
"8256"					"árvore"
"8257"					"árvore"
"8258"					"árvore"
"8259"					"árvore"
"8260"					"árvore"
"8261"					"árvore"
"8262"					"árvore"
"8263"					"árvore"
"8264"					"árvore"
"8265"					"árvore"
"8266"					"árvore"
"8267"					"árvore"
"8268"					"árvore"
"8269"					"árvore"
"8270"					"árvore"
"8271"					"árvore"
"8272"					"árvore"
"8273"					"árvore"
"8274"					"árvore"
"8275"					"árvore"
"8276"					"árvore"
"8277"					"árvore"
"8278"					"árvore"
"8279"					"árvore"
"8280"					"árvore"
"8281"					"árvore"
"8282"					"árvore"
"8283"					"árvore"
"8284"					"árvore"
"8285"					"árvore"
"8286"					"árvore"
"8287"					"árvore"
"8288"	"ca"				"árvore"
"8289"					"árvore"
"8290"					"árvore"
"8291"					"árvore"
"8292"					"árvore"
"8293"					"árvore"
"8294"					"árvore"
"8295"	"ca"				"árvore"
"8296"					"árvore"
"8297"					"árvore"
"8298"	"co"				"árvore"
"8299"					"árvore"
"8300"	"co"			"folhas em sílica"	"árvore"
"8301"					"árvore"
"8302"					"árvore"
"8303"					"árvore"
"8304"					"árvore"
"8305"					"árvore"
"8306"					"árvore"
"8307"					"árvore"
"8308"	"si"				"árvore"
"8309"	"co"			"folhas em sílica"	"árvore"
"8310"					"árvore"
"8311"					"árvore"
"8312"					"árvore"
"8313"					"árvore"
"8314"					"árvore"
"8315"					"árvore"
"8316"					"árvore"
"8317"					"árvore"
"8318"					"árvore"
"8319"					"árvore"
"8320"	"ep"				"árvore"
"8321"					"árvore"
"8322"					"árvore"
"8324"					"árvore"
"8325"					"árvore"
"8326"					"árvore"
"8327"					"árvore"
"8328"					"árvore"
"8329"					"árvore"
"8330"					"árvore"
"8331"					"árvore"
"8332"					"árvore"
"8333"					"árvore"
"8334"					"árvore"
"8335"	"co"			"folhas em sílica"	"árvore"
"8336"					"árvore"
"8337"					"árvore"
"8338"					"árvore"
"8339"					"árvore"
"8340"					"árvore"
"8341"					"árvore"
"8342"					"árvore"
"8343"					"árvore"
"8344"					"árvore"
"8345"					"árvore"
"8346"					"árvore"
"8347"					"árvore"
"8348"					"árvore"
"8349"					"árvore"
"8350"					"árvore"
"8351"	"co"			"folhas em sílica"	"árvore"
"8352"					"árvore"
"8353"					"árvore"
"8354"					"árvore"
"8355"					"árvore"
"8356"					"árvore"
"8357"					"árvore"
"8358"					"árvore"
"8359"					"árvore"
"8360"					"árvore"
"8361"					"árvore"
"8362"					"árvore"
"8363"					"árvore"
"8364"					"árvore"
"8365"					"árvore"
"8366"					"árvore"
"8367"					"árvore"
"8368"	"ep"				"árvore"
"8369"	"co"		"26242"		"árvore"
"8370"					"árvore"
"8371"					"árvore"
"8372"					"árvore"
"8373"					"árvore"
"8374"					"árvore"
"8375"					"árvore"
"8376"					"árvore"
"8377"					"árvore"
"8378"					"árvore"
"8379"					"árvore"
"8380"	"co"				"árvore"
"8381"					"árvore"
"8382"					"árvore"
"8383"					"árvore"
"8384"					"árvore"
"8385"					"árvore"
"8386"					"árvore"
"8387"					"árvore"
"8388"	"de"				"árvore"
"8389"					"árvore"
"8390"					"árvore"
"8391"					"árvore"
"8392"					"árvore"
"8393"					"árvore"
"8394"					"árvore"
"8395"					"árvore"
"8396"					"árvore"
"8397"					"árvore"
"8398"					"árvore"
