"WikiPlantaID"	"TAG_NUM"	"Family"	"Genus"	"Species"	"LOCAL"	"PosX"	"PosY"	"DAPultimo"	"DAPpom"	"STATUS"	"OBS"
"17470"	"1680"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 37"	"0.7"	"10.7"	"122"	""	"Viva"	""
"17471"	"36"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Parcela 37"	"0.5"	"31.6"	"87"	""	"Viva"	""
"17472"	"2379"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 37"	"0.8"	"43.3"	"47"	""	"Viva"	""
"17473"	"2543"	"Lauraceae"	""	"Lauraceae"	"Parcela 37"	"0.7"	"14.7"	"54"	""	"Viva"	""
"17474"	"2311"	"Arecaceae"	"Euterpe"	"Euterpe catinga"	"Parcela 37"	"0.4"	"27.3"	"26; 67"	""	"Viva"	""
"17475"	"634"	"Rubiaceae"	""	"Rubiaceae"	"Parcela 37"	"0.6"	"27.5"	"92"	""	"Viva"	""
"17476"	"293"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 37"	"0.4"	"37.5"	"82"	""	"Viva"	""
"17477"	"1904"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Parcela 37"	"0.2"	"39.8"	"27"	""	"Viva"	""
"17478"	"1413"	"Pentaphylacaceae"	"Ternstroemia"	"Ternstroemia"	"Parcela 36"	"0.3"	"40.7"	"35"	""	"Viva"	""
"17479"	"347"	"Malvaceae"	"Catostemma"	"Catostemma"	"Parcela 36"	"0"	"21.4"	"27"	""	"Viva"	""
"17480"	"1234"	""	""	""	"Parcela 36"	"0.9"	"31.5"	"92; 40"	""	"Viva"	""
"17481"	"2601"	"Myrsinaceae"	"Cybianthus"	"Cybianthus"	"Parcela 36"	"0.6"	"33.4"	"27"	""	"Viva"	""
"17482"	"1127"	"Apocynaceae"	"Tabernaemontana"	"Tabernaemontana"	"Parcela 36"	"0.3"	"35.3"	"30"	""	"Viva"	""
"17483"	"2535"	"Ochnaceae"	"Ouratea"	"Ouratea"	"Parcela 36"	"0.2"	"41.1"	"61"	""	"Viva"	""
"17484"	"792"	"Burseraceae"	"Protium"	"Protium"	"Parcela 36"	"0.4"	"15.2"	"40"	""	"Viva"	""
"17485"	"888"	"Sapotaceae"	"Ecclinusa"	"Ecclinusa"	"Parcela 36"	"0.5"	"15.3"	"29"	""	"Viva"	""
"17486"	"743"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 36"	"0.6"	"19.1"	"43"	""	"Viva"	""
"17487"	"2478"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Parcela 36"	"0.4"	"21.1"	"42"	""	"Viva"	""
"17488"	"1448"	"Arecaceae"	"Euterpe"	"Euterpe catinga"	"Parcela 36"	"0.4"	"43.3"	"50"	""	"Viva"	""
"17489"	"1128"	""	""	""	"Parcela 37"	"0.1"	"6.2"	"30"	""	"Viva"	""
"17490"	"86"	"Clusiaceae"	"Caraipa"	"Caraipa"	"Parcela 37"	"0.7"	"7.9"	"39"	""	"Viva"	""
"17491"	"32"	"Sapotaceae"	""	"Sapotaceae"	"Parcela 35"	"0.5"	"0.2"	"122"	""	"Viva"	""
"17492"	"154"	"Clusiaceae"	"Moronobea"	"Moronobea"	"Parcela 35"	"0"	"28.7"	"35"	""	"Viva"	""
"17493"	"257"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Parcela 35"	"0.7"	"32.2"	"40"	""	"Viva"	""
"17494"	"2129"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Parcela 36"	"0.8"	"13"	"32"	""	"Viva"	""
"17495"	"1611"	"Chrysobalanaceae"	"Licania"	"Licania"	"Parcela 37"	"0.4"	"6.7"	"36"	""	"Viva"	""
"17496"	"2306"	"Burseraceae"	"Protium"	"Protium"	"Parcela 37"	"0.7"	"47.8"	"42"	""	"Viva"	""
"17497"	"1097"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Parcela 35"	"0.5"	"26.7"	"60"	""	"Viva"	""
"17498"	"1427"	"Burseraceae"	"Protium"	"Protium"	"Parcela 35"	"0.1"	"43.1"	"55"	""	"Viva"	""
"17499"	"1976"	"Lamiaceae"	"Vitex"	"Vitex triflora"	"Parcela 35"	"0.8"	"49.1"	"66"	""	"Viva"	""
"17500"	"47"	"Malvaceae"	"Catostemma"	"Catostemma"	"Parcela 37"	"0.5"	"5.7"	"27"	""	"Viva"	""
"17501"	"423"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Parcela 37"	"0.3"	"6.4"	"46"	""	"Viva"	""
"17502"	"68"	"Ochnaceae"	"Ouratea"	"Ouratea"	"Parcela 37"	"0.5"	"12.9"	"65"	""	"Viva"	""
"17503"	"1906"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 35"	"0.6"	"30.6"	"53"	""	"Viva"	""
"17504"	"809"	"Myristicaceae"	""	"Myristicaceae"	"Parcela 36"	"0.4"	"20.4"	"40"	""	"Viva"	""
"17505"	"1948"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Parcela 36"	"0.5"	"31.7"	"30"	""	"Viva"	""
"17506"	"532"	"Annonaceae"	"Guatteria"	"Guatteria"	"Parcela 35"	"7.3"	"38.8"	"233"	""	"Viva"	""
"17507"	"295"	"Chrysobalanaceae"	"Licania"	"Licania"	"Parcela 36"	"0.7"	"0.7"	"104"	""	"Viva"	""
"17508"	"1314"	"Melastomataceae"	"Miconia"	"Miconia"	"Parcela 35"	"0.7"	"5.6"	"38"	""	"Viva"	""
"17509"	"97"	"Clusiaceae"	""	"Clusiaceae"	"Parcela 35"	"0.6"	"5.3"	"50"	""	"Viva"	""
"17510"	"434"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Parcela 35"	"0.9"	"12.5"	"49"	""	"Viva"	""
"17511"	"396"	"Dilleniaceae"	"Doliocarpus"	"Doliocarpus"	"Parcela 35"	"0.7"	"30.6"	"146"	""	"Viva"	""
"17512"	"1622"	"Dilleniaceae"	"Doliocarpus"	"Doliocarpus"	"Parcela 36"	"0.6"	"3.5"	"144"	""	"Viva"	""
"17513"	"2336"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 36"	"0"	"4"	"35"	""	"Viva"	""
"17514"	"1281"	""	""	""	"Parcela 36"	"0.9"	"3.7"	"36"	""	"Viva"	""
"17515"	"2506"	"Fabaceae"	""	"Fabaceae"	"Parcela 36"	"0.1"	"7"	"57"	""	"Viva"	""
"17516"	"1969"	"Burseraceae"	"Protium"	"Protium"	"Parcela 36"	"0.5"	"21.2"	"156"	""	"Viva"	""
"17517"	"874"	"Linaceae"	"Roucheria"	"Roucheria"	"Parcela 36"	"0.7"	"40"	"75"	""	"Viva"	""
"17518"	"751"	"Fabaceae"	""	"Fabaceae"	"Parcela 36"	"0.1"	"49.2"	"80"	""	"Viva"	""
"17519"	"1828"	"Burseraceae"	"Protium"	"Protium"	"Parcela 36"	"5"	"43.8"	"230"	""	"Viva"	""
"17520"	"454"	"Clusiaceae"	"Calophyllum"	"Calophyllum"	"Parcela 36"	"4.2"	"30"	"200"	""	"Viva"	""
"17521"	"95"	"Malvaceae"	"Catostemma"	"Catostemma"	"Parcela 37"	"0.8"	"12.8"	"67"	""	"Viva"	""
"17522"	"1199"	"Clusiaceae"	"Calophyllum"	"Calophyllum"	"Parcela 37"	"0"	"14.3"	"26"	""	"Viva"	""
"17523"	"2080"	"Sapotaceae"	""	"Sapotaceae"	"Parcela 37"	"0.2"	"21.9"	"27"	""	"Viva"	""
"17524"	"531"	"Annonaceae"	"Guatteria"	"Guatteria"	"Parcela 37"	"0.9"	"30"	"35"	""	"Viva"	""
"17525"	"1654"	"Fabaceae"	""	"Fabaceae"	"Parcela 37"	"3.7"	"10"	"244"	""	"Viva"	""
"17526"	"2383"	"Sapindaceae"	""	"Sapindaceae"	"Parcela 38"	"2.5"	"39.3"	"277"	""	"Viva"	""
"17527"	"806"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Parcela 39"	"0.7"	"4.4"	"37"	""	"Viva"	""
"17528"	"1350"	"Ochnaceae"	"Ouratea"	"Ouratea"	"Parcela 39"	"0.5"	"8.5"	"163"	""	"Viva"	""
"17529"	"2070"	"Chrysobalanaceae"	"Licania"	"Licania"	"Parcela 39"	"0.1"	"16.7"	"33"	""	"Viva"	""
"17530"	"1369"	"Fabaceae"	"Eperua"	"Eperua glabriflora"	"Parcela 39"	"0.1"	"26.3"	"82"	""	"Viva"	""
"17531"	"803"	"Malvaceae"	""	"Malvaceae"	"Parcela 39"	"0.7"	"45.1"	"27"	""	"Viva"	""
"17532"	"237"	"Burseraceae"	"Protium"	"Protium"	"Parcela 41"	"0"	"49.5"	"86"	""	"Viva"	""
"17533"	"1719"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Parcela 35"	"0"	"34"	"93; 90"	""	"Viva"	""
"17534"	"2477"	"Myrsinaceae"	"Cybianthus"	"Cybianthus"	"Parcela 35"	"0.8"	"34.6"	"92"	""	"Viva"	""
"17535"	"904"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 34"	"0.7"	"44.6"	"25"	""	"Viva"	""
"17536"	"1208"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 34"	"0.9"	"24.9"	"100"	""	"Viva"	""
"17537"	"274"	"Sapotaceae"	"Manilkara"	"Manilkara"	"Parcela 36"	"0.6"	"39.8"	"50"	""	"Viva"	""
"17538"	"2050"	"Annonaceae"	"Guatteria"	"Guatteria"	"Parcela 34"	"0.8"	"29.8"	"59"	""	"Viva"	""
"17539"	"1939"	"Annonaceae"	"Duguetia"	"Duguetia"	"Parcela 34"	"0.2"	"32.3"	"83"	""	"Viva"	""
"17540"	"2616"	"Clusiaceae"	""	"Clusiaceae"	"Parcela 35"	"0.2"	"2"	"108"	""	"Viva"	""
"17541"	"725"	"Myrsinaceae"	"Cybianthus"	"Cybianthus"	"Parcela 34"	"0.8"	"25.5"	"87"	""	"Viva"	""
"17542"	"221"	"Myristicaceae"	""	"Myristicaceae"	"Parcela 34"	"1"	"29"	"90; 35; 25"	""	"Viva"	""
"17543"	"920"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Parcela 34"	"0.2"	"43.7"	"73"	""	"Viva"	""
"17544"	"1757"	"Fabaceae"	""	"Fabaceae"	"Parcela 35"	"0.7"	"4.4"	"70"	""	"Viva"	""
"17545"	"72"	"Chrysobalanaceae"	"Licania"	"Licania oblongifolia"	"Parcela 35"	"0.3"	"11.3"	"90"	""	"Viva"	""
"17546"	"1794"	"Melastomataceae"	"Miconia"	"Miconia"	"Parcela 35"	"0.8"	"19.8"	"86"	""	"Viva"	""
"17547"	"314"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 36"	"0.9"	"18.6"	"78"	""	"Viva"	""
"17548"	"1438"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 36"	"0.7"	"35.6"	"45"	""	"Viva"	""
"17549"	"1660"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 36"	"0.4"	"49.7"	"34"	""	"Viva"	""
"17550"	"66"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 34"	"0.7"	"18.3"	"34"	""	"Viva"	""
"17551"	"2562"	"Clusiaceae"	""	"Clusiaceae"	"Parcela 34"	"0"	"19.7"	"26"	""	"Viva"	""
"17552"	"886"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 34"	"0"	"21.6"	"60"	""	"Viva"	""
"17553"	"1738"	"Fabaceae"	"Inga"	"Inga"	"Parcela 34"	"0.6"	"27.1"	"25"	""	"Viva"	""
"17554"	"361"	"Myrsinaceae"	"Cybianthus"	"Cybianthus"	"Parcela 34"	"0.2"	"43.9"	"37"	""	"Viva"	""
"17555"	"2400"	"Chrysobalanaceae"	""	"Chrysobalanaceae"	"Parcela 34"	"0.7"	"47.4"	"28; 27; 30"	""	"Viva"	""
"17556"	"811"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 35"	"0.8"	"22.7"	"27"	""	"Viva"	""
"17557"	"1831"	"Humiriaceae"	"Sacoglottis"	"Sacoglottis"	"Parcela 35"	"0.8"	"43.8"	"39"	""	"Viva"	""
"17558"	"1069"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 35"	"0.3"	"11.1"	"31"	""	"Viva"	""
"17559"	"1312"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 35"	"0.7"	"22.9"	"29"	""	"Viva"	""
"17560"	"1996"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Parcela 34"	"0.9"	"11.7"	"60"	""	"Viva"	""
"17561"	"457"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 34"	"0.4"	"16.5"	"44"	""	"Viva"	""
"17562"	"1015"	"Myrsinaceae"	"Cybianthus"	"Cybianthus"	"Parcela 34"	"0.4"	"19.6"	"55"	""	"Viva"	""
"17563"	"1618"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 34"	"0.2"	"23.9"	"54; 43"	""	"Viva"	""
"17564"	"244"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 34"	"0.1"	"27.1"	"26"	""	"Viva"	""
"17565"	"2587"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Parcela 34"	"0.8"	"29.8"	"25"	""	"Viva"	""
"17566"	"1833"	"Rubiaceae"	""	"Rubiaceae"	"Parcela 34"	"0.6"	"37.7"	"62; 25"	""	"Viva"	""
"17567"	"1356"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 36"	"0.2"	"8"	"33"	""	"Viva"	""
"17568"	"1679"	"Dichapetalaceae"	"Tapura"	"Tapura"	"Parcela 36"	"0.3"	"9.7"	"30"	""	"Viva"	""
"17569"	"2057"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Parcela 34"	"0.2"	"7.1"	"42"	""	"Viva"	""
"17570"	"2115"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 34"	"1"	"8.2"	"185"	""	"Viva"	""
"17571"	"1063"	"Burseraceae"	"Protium"	"Protium"	"Parcela 34"	"0.9"	"18"	"38"	""	"Viva"	""
"17572"	"151"	"Euphorbiaceae"	""	"Euphorbiaceae"	"Parcela 34"	"0.1"	"22.7"	"125"	""	"Viva"	""
"17573"	"1493"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Parcela 34"	"0.8"	"23.8"	"68"	""	"Viva"	""
"17574"	"2018"	"Annonaceae"	""	"Annonaceae"	"Parcela 34"	"7.2"	"27.7"	"200; 80"	""	"Viva"	""
"17575"	"1374"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 35"	"0.2"	"40.9"	"92"	""	"Viva"	""
"17576"	"2367"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 36"	"0.7"	"0.9"	"50"	""	"Viva"	""
"17577"	"2552"	"Annonaceae"	""	"Annonaceae"	"Parcela 36"	"0"	"6.3"	"122; 67; 61"	""	"Viva"	""
"17578"	"527"	"Clusiaceae"	"Moronobea"	"Moronobea"	"Parcela 36"	"0.2"	"29.7"	"25"	""	"Viva"	""
"17579"	"1176"	"Sapotaceae"	""	"Sapotaceae"	"Parcela 36"	"0.8"	"35.3"	"62"	""	"Viva"	""
"17580"	"1791"	"Myrsinaceae"	"Cybianthus"	"Cybianthus"	"Parcela 36"	"0.7"	"35.4"	"58"	""	"Viva"	""
"17581"	"1168"	"Burseraceae"	"Protium"	"Protium"	"Parcela 36"	"0.8"	"39.4"	"38"	""	"Viva"	""
"17582"	"1200"	"Dilleniaceae"	"Doliocarpus"	"Doliocarpus"	"Parcela 36"	"0.6"	"40.8"	"158"	""	"Viva"	""
"17583"	"2555"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 37"	"0.6"	"14.9"	"158"	""	"Viva"	""
"17584"	"1729"	"Clusiaceae"	""	"Clusiaceae"	"Parcela 34"	"0.1"	"14.4"	"56"	""	"Viva"	""
"17585"	"1090"	"Nyctaginaceae"	"Neea"	"Neea"	"Parcela 34"	"0.6"	"16.9"	"95"	""	"Viva"	""
"17586"	"477"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 34"	"0.4"	"24.3"	"37"	""	"Viva"	""
"17587"	"1795"	"Icacinaceae"	"Emmotum"	"Emmotum"	"Parcela 34"	"0.2"	"25"	"77"	""	"Viva"	""
"17588"	"768"	"Sapindaceae"	""	"Sapindaceae"	"Parcela 34"	"0.7"	"30.3"	"74"	""	"Viva"	""
"17589"	"1124"	"Clusiaceae"	""	"Clusiaceae"	"Parcela 34"	"0"	"34.1"	"72"	""	"Viva"	""
"17590"	"1873"	"Malvaceae"	"Pachira"	"Pachira"	"Parcela 34"	"0.4"	"40.9"	"35"	""	"Viva"	""
"17591"	"1770"	"Humiriaceae"	""	"Humiriaceae"	"Parcela 34"	"0.4"	"41.2"	"43"	""	"Viva"	""
"17592"	"1626"	"Apocynaceae"	""	"Apocynaceae"	"Parcela 34"	"0.9"	"42.1"	"71; 30"	""	"Viva"	""
"17593"	"2398"	"Sapotaceae"	"Pouteria"	"Pouteria"	"Parcela 34"	"0.6"	"47.5"	"40"	""	"Viva"	""
"17594"	"1463"	"Clusiaceae"	""	"Clusiaceae"	"Parcela 35"	"0.7"	"37.6"	"42"	""	"Viva"	""
"17595"	"741"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 35"	"0.2"	"4.1"	"44"	""	"Viva"	""
"17596"	"2468"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Parcela 36"	"0"	"12"	"25"	""	"Viva"	""
"17597"	"1604"	"Burseraceae"	"Protium"	"Protium"	"Parcela 36"	"0.9"	"28.5"	"26"	""	"Viva"	""
"17598"	"1466"	"Sapotaceae"	"Pouteria"	"Pouteria"	"Parcela 36"	"0.1"	"28.9"	"37"	""	"Viva"	""
"17599"	"1151"	"Malpighiaceae"	""	"Malpighiaceae"	"Parcela 38"	"0.8"	"5.9"	"25"	""	"Viva"	""
"17600"	"81"	"Apocynaceae"	""	"Apocynaceae"	"Parcela 38"	"0.4"	"17"	"53"	""	"Viva"	""
"17601"	"75"	"Arecaceae"	"Mauritiella"	"Mauritiella aculeata"	"Parcela 34"	"0.7"	"8.7"	"78"	""	"Viva"	""
"17602"	"2222"	"Euphorbiaceae"	""	"Euphorbiaceae"	"Parcela 34"	"0.8"	"11"	"79"	""	"Viva"	""
"17603"	"98"	"Myrsinaceae"	""	"Myrsinaceae"	"Parcela 34"	"0.2"	"22.8"	"40"	""	"Viva"	""
"17604"	"2000"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Parcela 34"	"0.1"	"27.9"	"57"	""	"Viva"	""
"17605"	"2565"	"Apocynaceae"	"Tabernaemontana"	"Tabernaemontana"	"Parcela 34"	"0.6"	"29"	"37; 57"	""	"Viva"	""
"17606"	"880"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 34"	"0"	"35.7"	"57"	""	"Viva"	""
"17607"	"1550"	"Clusiaceae"	""	"Clusiaceae"	"Parcela 34"	"0.3"	"46.2"	"94; 90; 51"	""	"Viva"	""
"17608"	"2098"	"Sapotaceae"	"Pradosia"	"Pradosia"	"Parcela 35"	"0.1"	"2.8"	"35"	""	"Viva"	""
"17609"	"2221"	"Melastomataceae"	"Miconia"	"Miconia"	"Parcela 35"	"0.2"	"4"	"110"	""	"Viva"	""
"17610"	"2637"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 35"	"0.1"	"8.7"	"88"	""	"Viva"	""
"17611"	"2560"	"Myrsinaceae"	"Cybianthus"	"Cybianthus"	"Parcela 35"	"0.7"	"10.6"	"27; 51"	""	"Viva"	""
"17612"	"1035"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 35"	"0.6"	"24.8"	"80"	""	"Viva"	""
"17613"	"2533"	"Malvaceae"	"Pachira"	"Pachira"	"Parcela 35"	"0.2"	"25.4"	"40"	""	"Viva"	""
"17614"	"106"	"Malvaceae"	"Catostemma"	"Catostemma"	"Parcela 35"	"0"	"29.6"	"67; 71"	""	"Viva"	""
"17615"	"1846"	"Sapotaceae"	"Pradosia"	"Pradosia"	"Parcela 36"	"0.4"	"19.2"	"51"	""	"Viva"	""
"17616"	"2196"	"Malvaceae"	"Pachira"	"Pachira"	"Parcela 36"	"0.2"	"24.7"	"64; 40"	""	"Viva"	""
"17617"	"1955"	"Clusiaceae"	""	"Clusiaceae"	"Parcela 36"	"0.9"	"27.4"	"63"	""	"Viva"	""
"17618"	"2339"	"Sapotaceae"	"Manilkara"	"Manilkara"	"Parcela 36"	"0.2"	"28.4"	"68"	""	"Viva"	""
"17619"	"1188"	"Euphorbiaceae"	"Hevea"	"Hevea"	"Parcela 36"	"0"	"30.8"	"38"	""	"Viva"	""
"17620"	"1436"	"Sapotaceae"	"Pouteria"	"Pouteria"	"Parcela 36"	"0.3"	"31.1"	"66"	""	"Viva"	""
"17621"	"1409"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Parcela 36"	"0.4"	"34.2"	"64"	""	"Viva"	""
"17622"	"191"	"Annonaceae"	"Guatteria"	"Guatteria"	"Parcela 36"	"0.4"	"46.7"	"78"	""	"Viva"	""
"17623"	"1624"	"Rubiaceae"	""	"Rubiaceae"	"Parcela 38"	"4.2"	"4.7"	"277"	""	"Viva"	""
"17624"	"997"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 34"	"0.2"	"7.4"	"27"	""	"Viva"	""
"17625"	"1115"	"Arecaceae"	"Euterpe"	"Euterpe catinga"	"Parcela 34"	"0"	"45"	"35"	""	"Viva"	""
"17626"	"825"	"Chrysobalanaceae"	""	"Chrysobalanaceae"	"Parcela 36"	"0.9"	"28.4"	"27"	""	"Viva"	""
"17627"	"818"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 36"	"0.7"	"28.2"	"22"	""	"Viva"	""
"17628"	"134"	"Icacinaceae"	""	"Icacinaceae"	"Parcela 36"	"0"	"42.7"	"62"	""	"Viva"	""
"17629"	"246"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 36"	"0"	"46.3"	"40"	""	"Viva"	""
"17630"	"204"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 37"	"0.2"	"15.7"	"34"	""	"Viva"	""
"17631"	"1697"	"Fabaceae"	"Swartzia"	"Swartzia"	"Parcela 37"	"0.4"	"39.6"	"60"	""	"Viva"	""
"17632"	"1496"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum"	"Parcela 37"	"0.9"	"45"	"33"	""	"Viva"	""
"17633"	"1347"	"Elaeocarpaceae"	"Sloanea"	"Sloanea"	"Parcela 34"	"0.4"	"16.3"	"132"	""	"Viva"	""
"17634"	"1652"	"Humiriaceae"	""	"Humiriaceae"	"Parcela 34"	"0.9"	"18.3"	"26"	""	"Viva"	""
"17635"	"889"	"Fabaceae"	"Swartzia"	"Swartzia"	"Parcela 34"	"0.1"	"38.1"	"47"	""	"Viva"	""
"17636"	"1340"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 34"	"0"	"39.5"	"40"	""	"Viva"	""
"17637"	"1172"	"Ochnaceae"	"Ouratea"	"Ouratea"	"Parcela 34"	"0.7"	"42.9"	"42"	""	"Viva"	""
"17638"	"353"	"Fabaceae"	"Ormosia"	"Ormosia"	"Parcela 34"	"0.7"	"46.8"	"84"	""	"Viva"	""
"17639"	"1442"	"Burseraceae"	"Protium"	"Protium"	"Parcela 34"	"0.9"	"46.4"	"65"	""	"Viva"	""
"17640"	"2568"	"Apocynaceae"	""	"Apocynaceae"	"Parcela 35"	"0.6"	"18.4"	"85"	""	"Viva"	""
"17641"	"1170"	"Fabaceae"	"Andira"	"Andira micrantha"	"Parcela 36"	"0.2"	"9"	"62"	""	"Viva"	""
"17642"	"1549"	"Lauraceae"	"Mezilaurus"	"Mezilaurus itauba"	"Parcela 36"	"0.1"	"37.7"	"40"	""	"Viva"	""
"17643"	"686"	"Burseraceae"	"Protium"	"Protium"	"Parcela 37"	"0.2"	"46.7"	"225"	""	"Viva"	""
"17644"	"535"	"Burseraceae"	"Protium"	"Protium"	"Parcela 37"	"3"	"4.2"	"351"	""	"Viva"	""
"17645"	"2271"	"Chrysobalanaceae"	"Licania"	"Licania oblongifolia"	"Parcela 27"	"0.5"	"28.1"	"137"	""	"Viva"	""
"17646"	"278"	"Malvaceae"	"Pachira"	"Pachira"	"Parcela 23"	"0.2"	"14.3"	"66"	""	"Viva"	""
"17647"	"1094"	"Fabaceae"	"Swartzia"	"Swartzia"	"Parcela 23"	"0.1"	"22"	"85"	""	"Viva"	""
"17648"	"1204"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Parcela 27"	"4.5"	"39.3"	"217"	""	"Viva"	""
"17649"	"2001"	"Annonaceae"	""	"Annonaceae"	"Parcela 27"	"0"	"28.1"	"120"	""	"Viva"	""
"17650"	"564"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 27"	"0.2"	"34.7"	"30"	""	"Viva"	""
"17651"	"2471"	"Malvaceae"	"Pachira"	"Pachira"	"Parcela 27"	"0"	"20.2"	"36"	""	"Viva"	""
"17652"	"2254"	"Clusiaceae"	"Moronobea"	"Moronobea"	"Parcela 27"	"0.3"	"33.2"	"42"	""	"Viva"	""
"17653"	"774"	"Euphorbiaceae"	"Hevea"	"Hevea"	"Parcela 33"	"0.3"	"24"	"26"	""	"Viva"	""
"17654"	"282"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Parcela 33"	"0.3"	"19.3"	"153"	""	"Viva"	""
"17655"	"852"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 26"	"5"	"18.8"	"295"	""	"Viva"	""
"17656"	"2636"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Parcela 38"	"3.2"	"44.5"	"260"	""	"Viva"	""
"17657"	"2"	"Ochnaceae"	"Ouratea"	"Ouratea"	"Parcela 38"	"4"	"8.5"	"246"	""	"Viva"	""
"17658"	"965"	"Ochnaceae"	"Ouratea"	"Ouratea"	"Parcela 33"	"0.7"	"10"	"51"	""	"Viva"	""
"17659"	"116"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 33"	"0.3"	"29.3"	"38"	""	"Viva"	""
"17660"	"512"	"Clusiaceae"	"Moronobea"	"Moronobea"	"Parcela 33"	"0.1"	"35.6"	"42"	""	"Viva"	""
"17661"	"1357"	"Annonaceae"	"Guatteria"	"Guatteria"	"Parcela 32"	"5"	"10.5"	"416"	""	"Viva"	""
"17662"	"160"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 25"	"0.3"	"44"	"468"	""	"Viva"	""
"17663"	"1912"	"Chrysobalanaceae"	"Licania"	"Licania"	"Parcela 25"	"4"	"21.2"	"388"	""	"Viva"	""
"17664"	"673"	"Sapotaceae"	"Ecclinusa"	"Ecclinusa"	"Parcela 32"	"5"	"10.1"	"359"	""	"Viva"	""
"17665"	"2110"	"Myristicaceae"	""	"Myristicaceae"	"Parcela 32"	"0.1"	"39"	"87"	""	"Viva"	""
"17666"	"1165"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 32"	"0.5"	"41.7"	"25"	""	"Viva"	""
"17667"	"767"	"Arecaceae"	"Mauritia"	"Mauritia carana"	"Parcela 32"	"0.1"	"48.1"	"28"	""	"Viva"	""
"17668"	"964"	"Myristicaceae"	""	"Myristicaceae"	"Parcela 33"	"0.7"	"38"	"27"	""	"Viva"	""
"17669"	"785"	"Malvaceae"	"Pachira"	"Pachira"	"Parcela 33"	"3.3"	"25.8"	"231"	""	"Viva"	""
