"WikiPlantaID"	"TAG_NUM"	"NOME"	"NOME_AUTOR"	"FAMILY"	"GENUS"	"SP1"	"AUTHOR1"	"SP1_MORFOTIPO"	"RANK1"	"SP2"	"AUTHOR2"	"SP2_MORFOTIPO"	"CF"	"DETBY"	"DETDATA"	"COUNTRY"	"MINORAREA"	"MAJORAREA"	"GAZETTEER_CURTO"	"GAZETTEER_COMPLETA"	"GAZETTEER_SPECIFIC"	"LATITUDE"	"LONGITUDE"	"ALTITUDE"	"Pos_X"	"Pos_Y"	"Pos_LADO"	"Pos_REF"	"Pos_DIST"	"Pos_ANGULO"	"HABITAT_CLASSE"	"NOME_VULGAR"	"MARCADO_POR"	"DATA_MARCACAO"	"PROJETO"
"18634"	"1133"	"Simaroubaceae"	"Simaroubaceae"	"Simaroubaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 46"	"Parcela 46"	"-2.8580397181"	"-60.2314299066"	""	"3"	"30.1"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18635"	"2632"	"Pouteria"	"Pouteria"	"Sapotaceae"	"Pouteria"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 47"	"Parcela 47"	"-2.8578829765"	"-60.2310844045"	""	"0.2"	"32.5"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18636"	"2581"	"Cybianthus"	"Cybianthus"	"Myrsinaceae"	"Cybianthus"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 48"	"Parcela 48"	"-2.8577171825"	"-60.2307860088"	""	"0.6"	"19.2"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18637"	"330"	"Euterpe catinga"	"Euterpe catinga Wallace"	"Arecaceae"	"Euterpe"	"catinga"	"Wallace"	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 50"	"Parcela 50"	"-2.8572556749"	"-60.2297966927"	""	"3"	"46.9"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18638"	"236"	"Rutaceae"	"Rutaceae"	"Rutaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 55"	"Parcela 55"	"-2.856191257"	"-60.2278538514"	""	"3.5"	"33.8"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18639"	"1198"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 48"	"Parcela 48"	"-2.8577171825"	"-60.2307860088"	""	"0.5"	"3.8"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18640"	"1394"	"Aspidosperma"	"Aspidosperma"	"Apocynaceae"	"Aspidosperma"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 48"	"Parcela 48"	"-2.8577171825"	"-60.2307860088"	""	"0"	"25.7"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18641"	"99"	"Pouteria"	"Pouteria"	"Sapotaceae"	"Pouteria"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 48"	"Parcela 48"	"-2.8577171825"	"-60.2307860088"	""	"0.9"	"29.3"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18642"	"2281"	"Olacaceae"	"Olacaceae"	"Olacaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 48"	"Parcela 48"	"-2.8577171825"	"-60.2307860088"	""	"0.5"	"46.5"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18643"	"1732"	"Gleasonia"	"Gleasonia"	"Rubiaceae"	"Gleasonia"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 46"	"Parcela 46"	"-2.8580397181"	"-60.2314299066"	""	"0.7"	"22.6"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18644"	"1767"	"Macrolobium"	"Macrolobium"	"Fabaceae"	"Macrolobium"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 46"	"Parcela 46"	"-2.8580397181"	"-60.2314299066"	""	"0.8"	"24"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18645"	"1075"	"Euterpe catinga"	"Euterpe catinga Wallace"	"Arecaceae"	"Euterpe"	"catinga"	"Wallace"	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 46"	"Parcela 46"	"-2.8580397181"	"-60.2314299066"	""	"0.7"	"28"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18646"	"2428"	"Hevea"	"Hevea"	"Euphorbiaceae"	"Hevea"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 46"	"Parcela 46"	"-2.8580397181"	"-60.2314299066"	""	"0.2"	"48.8"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18647"	"2521"	"Tabernaemontana"	"Tabernaemontana"	"Apocynaceae"	"Tabernaemontana"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 46"	"Parcela 46"	"-2.8580397181"	"-60.2314299066"	""	"0.6"	"17.8"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18648"	"2626"	"Euphronia hirtelloides"	"Euphronia hirtelloides Mart."	"Euphroniaceae"	"Euphronia"	"hirtelloides"	"Mart."	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 49"	"Parcela 49"	"-2.8574110754"	"-60.2301561087"	""	"0.5"	"38.1"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18649"	"1810"	"Chrysophyllum"	"Chrysophyllum"	"Sapotaceae"	"Chrysophyllum"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 47"	"Parcela 47"	"-2.8578829765"	"-60.2310844045"	""	"0.6"	"11.9"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18650"	"1239"	"Inga"	"Inga"	"Fabaceae"	"Inga"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 48"	"Parcela 48"	"-2.8577171825"	"-60.2307860088"	""	"0.6"	"5.2"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18651"	"1658"	"Protium"	"Protium"	"Burseraceae"	"Protium"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 50"	"Parcela 50"	"-2.8572556749"	"-60.2297966927"	""	"0.7"	"2.3"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18652"	"83"	"Endlicheria"	"Endlicheria"	"Lauraceae"	"Endlicheria"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 46"	"Parcela 46"	"-2.8580397181"	"-60.2314299066"	""	"0.4"	"17.8"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18653"	"447"	"Pachira"	"Pachira"	"Malvaceae"	"Pachira"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 46"	"Parcela 46"	"-2.8580397181"	"-60.2314299066"	""	"0.8"	"27.9"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18654"	"1765"	"Hevea"	"Hevea"	"Euphorbiaceae"	"Hevea"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 46"	"Parcela 46"	"-2.8580397181"	"-60.2314299066"	""	"0.7"	"46.7"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18655"	"2368"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 48"	"Parcela 48"	"-2.8577171825"	"-60.2307860088"	""	"0.2"	"18.8"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18656"	"1061"	"Licania"	"Licania"	"Chrysobalanaceae"	"Licania"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 48"	"Parcela 48"	"-2.8577171825"	"-60.2307860088"	""	"0.8"	"23.5"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18657"	"34"	"Andira micrantha"	"Andira micrantha Ducke"	"Fabaceae"	"Andira"	"micrantha"	"Ducke"	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 49"	"Parcela 49"	"-2.8574110754"	"-60.2301561087"	""	"0.7"	"35"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18658"	"2570"	"Pagamea"	"Pagamea"	"Rubiaceae"	"Pagamea"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 46"	"Parcela 46"	"-2.8580397181"	"-60.2314299066"	""	"0.4"	"16.2"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18659"	"2173"	"Euterpe catinga"	"Euterpe catinga Wallace"	"Arecaceae"	"Euterpe"	"catinga"	"Wallace"	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 45"	"Parcela 45"	"-2.8582909238"	"-60.231844224"	""	"4"	"39.2"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18660"	"3"	"Ficus"	"Ficus"	"Moraceae"	"Ficus"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 48"	"Parcela 48"	"-2.8577171825"	"-60.2307860088"	""	"0"	"10.4"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18661"	"466"	"Aspidosperma"	"Aspidosperma"	"Apocynaceae"	"Aspidosperma"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 49"	"Parcela 49"	"-2.8574110754"	"-60.2301561087"	""	"0.6"	"29.8"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18662"	"822"	"Euphronia hirtelloides"	"Euphronia hirtelloides Mart."	"Euphroniaceae"	"Euphronia"	"hirtelloides"	"Mart."	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 49"	"Parcela 49"	"-2.8574110754"	"-60.2301561087"	""	"0.5"	"30.1"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18663"	"2381"	"Chrysophyllum"	"Chrysophyllum"	"Sapotaceae"	"Chrysophyllum"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 49"	"Parcela 49"	"-2.8574110754"	"-60.2301561087"	""	"5"	"24.5"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18664"	"1539"	"Aldina heterophylla"	"Aldina heterophylla Spruce ex Benth."	"Fabaceae"	"Aldina"	"heterophylla"	"Spruce ex Benth."	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 50"	"Parcela 50"	"-2.8572556749"	"-60.2297966927"	""	"0"	"48.8"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18665"	"1344"	"Eperua glabriflora"	"Eperua glabriflora (Ducke) R.S.Cowan"	"Fabaceae"	"Eperua"	"glabriflora"	"(Ducke) R.S.Cowan"	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 51"	"Parcela 51"	"-2.8570777271"	"-60.2294141427"	""	"0"	"12.7"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18666"	"1628"	"Swartzia"	"Swartzia"	"Fabaceae"	"Swartzia"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 51"	"Parcela 51"	"-2.8570777271"	"-60.2294141427"	""	"0.9"	"40.4"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18667"	"2503"	"Pagamea"	"Pagamea"	"Rubiaceae"	"Pagamea"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 51"	"Parcela 51"	"-2.8570777271"	"-60.2294141427"	""	"0.7"	"43.4"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18668"	"1938"	"Euphronia hirtelloides"	"Euphronia hirtelloides Mart."	"Euphroniaceae"	"Euphronia"	"hirtelloides"	"Mart."	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 51"	"Parcela 51"	"-2.8570777271"	"-60.2294141427"	""	"0.4"	"47.7"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18669"	"795"	"Catostemma"	"Catostemma"	"Malvaceae"	"Catostemma"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 52"	"Parcela 52"	"-2.8568557743"	"-60.2290327661"	""	"0.7"	"11"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18670"	"1840"	"Aldina heterophylla"	"Aldina heterophylla Spruce ex Benth."	"Fabaceae"	"Aldina"	"heterophylla"	"Spruce ex Benth."	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 52"	"Parcela 52"	"-2.8568557743"	"-60.2290327661"	""	"0.9"	"17.3"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18671"	"2186"	"Aspidosperma"	"Aspidosperma"	"Apocynaceae"	"Aspidosperma"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 52"	"Parcela 52"	"-2.8568557743"	"-60.2290327661"	""	"0.6"	"34.6"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18672"	"1894"	"Cybianthus"	"Cybianthus"	"Myrsinaceae"	"Cybianthus"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 53"	"Parcela 53"	"-2.8567550238"	"-60.22863077"	""	"1"	"1.2"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18673"	"575"	"Aspidosperma"	"Aspidosperma"	"Apocynaceae"	"Aspidosperma"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 53"	"Parcela 53"	"-2.8567550238"	"-60.22863077"	""	"0.6"	"1.5"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18674"	"2308"	"Macrolobium"	"Macrolobium"	"Fabaceae"	"Macrolobium"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 53"	"Parcela 53"	"-2.8567550238"	"-60.22863077"	""	"0.6"	"14.3"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18675"	"598"	"Aldina heterophylla"	"Aldina heterophylla Spruce ex Benth."	"Fabaceae"	"Aldina"	"heterophylla"	"Spruce ex Benth."	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 53"	"Parcela 53"	"-2.8567550238"	"-60.22863077"	""	"0.6"	"20"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18676"	"2150"	"Licania"	"Licania"	"Chrysobalanaceae"	"Licania"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 53"	"Parcela 53"	"-2.8567550238"	"-60.22863077"	""	"1"	"26.3"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18677"	"684"	"Chrysophyllum"	"Chrysophyllum"	"Sapotaceae"	"Chrysophyllum"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 53"	"Parcela 53"	"-2.8567550238"	"-60.22863077"	""	"1"	"31.2"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18678"	"1480"	"Aldina heterophylla"	"Aldina heterophylla Spruce ex Benth."	"Fabaceae"	"Aldina"	"heterophylla"	"Spruce ex Benth."	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 53"	"Parcela 53"	"-2.8567550238"	"-60.22863077"	""	"0.6"	"33"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18679"	"1295"	"Lacmellea"	"Lacmellea"	"Apocynaceae"	"Lacmellea"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 53"	"Parcela 53"	"-2.8567550238"	"-60.22863077"	""	"0.7"	"41.1"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18680"	"1235"	"Sapotaceae"	"Sapotaceae"	"Sapotaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 53"	"Parcela 53"	"-2.8567550238"	"-60.22863077"	""	"0"	"42.7"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18681"	"2052"	"Moronobea"	"Moronobea"	"Clusiaceae"	"Moronobea"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 53"	"Parcela 53"	"-2.8567550238"	"-60.22863077"	""	"0.1"	"45.6"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18682"	"976"	"Clusiaceae"	"Clusiaceae"	"Clusiaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 54"	"Parcela 54"	"-2.8564470727"	"-60.2282005269"	""	"0.8"	"3.7"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18683"	"2516"	"Tapura"	"Tapura"	"Dichapetalaceae"	"Tapura"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 54"	"Parcela 54"	"-2.8564470727"	"-60.2282005269"	""	"0.7"	"5.8"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"18684"	"1031"	"Sloanea"	"Sloanea"	"Elaeocarpaceae"	"Sloanea"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Da Vozinha E Do Vozinho Transecto 4 Parcela 54"	"Parcela 54"	"-2.8564470727"	"-60.2282005269"	""	"0.3"	"13.8"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
